screen_name,score
0bj3ctivity,0.9612
James69888,0.9950
bluemedia68,0.5700
Cara_TXZEAL,0.9973
IWPCHI,0.9748
MedicalScitech,0.7652
SecretNews,0.9989
HHV6_University,0.9948
AmericaRising17,0.9981
benusa567,0.9804
shalomegrace1,0.9988
rob_miller12345,Error
LiWenliangAHero,0.5699
BillyBostickson,0.7366
Harvard2H,Error
lekh27,0.9184
costellodaniel1,0.9991
manifesto2000,0.8653
TinfoilTricorn,0.9990
KZPetro,0.9946
owhy3,0.9644
FEF737,0.9572
wester_sou,0.9970
canisgallicus,0.9074
himderfella,0.9071
turnbolt11,1.0000
upuouo,0.9075
owldom,0.9986
EvaSiu21,0.9964
ClausDrastrup1,0.8834
keithpp,0.9949
kuriousmind93,0.3086
AlexandraLeslie,0.0529
altcensored,0.9984
RealDavidJensen,0.8704
Cecalli_Helper,0.7444
Merkabah31,1.0000
rlamartini,0.9995
BettGunther,0.9869
Gummbyman32,0.9792
Theshells1111,0.9995
Daoyu15,0.0159
8simon9,0.9997
scotpolitik,0.9902
BanShariaUSA,0.9557
leene50,0.7186
NikitaKitty,0.9930
LJT_is_me,0.9561
TheWuhanClan,0.9989
bladerunner3049,0.9895
david_barth,0.9995
wakoppa,0.9930
MaryamHenein,Error
toxicreverend,0.9966
5151mpk,0.9993
erlhel,0.2914
changeworld2,0.9949
bprophetable,0.6263
Zinnia1111,0.9956
FatEmperor,0.9996
EndUKLockdown1,0.9379
GraviolaDOTfi,0.8901
inklessPW,0.9923
GQ802,0.5821
CyrusShares,0.7983
badiucao,0.6630
LetsStopTheLies,0.9983
GordBolton,0.9996
EdgeLithium,0.9652
SoCalValleyGal,0.9975
40yearsyoung1,0.9982
aHEMandias,0.7859
AegisBridge,0.0257
DanielJuniorthe,0.9998
tiniskwerl,0.2194
NetworksManager,0.9944
PhyIis,0.8375
freedomgirl2011,0.9946
1taiwantalk,0.9911
dandaman4us,0.9991
BooSoonYew67,0.0131
FreeD_West,0.2879
LionTedPride,0.9960
statisticsphd,0.9985
Sheeple101,0.7112
jasonbaum,0.4470
felixdennis123,0.9991
AlexBC997,0.9999
Evie_Calling,0.9989
RogowskiBubba,0.9991
MarkPlackett1,0.7841
LiuBaoBei1,0.9293
ScepticalAussie,0.7255
alicewho66,Error
Equateall,0.9845
thisbuerge,Error
jen95873143,0.9963
SemperArgentum,0.9999
Anonylyzer13,0.9991
MontyBoa99,0.9952
JaxFaux,Error
StevenW69808657,Error
AmastrisDratwka,0.8982
paintsandsings,0.9960
AjitsinhJagirda,0.9227
KindeandTrue,0.9839
k_helca,0.9801
NewMumOnline,0.9964
Anxie_TEA,0.9489
JonahofNinevah,Error
Musso___,0.4704
Mariebe10098426,0.9993
ThomasWelch15,0.9974
Warnzwifey,1.0000
MaralynBurstein,0.9867
JohnTheWhite1,0.7281
PMcf12,0.9978
ConchaTacoLady,0.9999
peel_ny,0.9976
Lkseng3,0.4895
menalahy,0.9864
alexis3391,0.0440
powerglobalus,0.9988
Ms_S1954,0.9708
js100js100,0.9945
utopianindigent,0.9996
luigi_warren,0.9981
FanmatisseB,0.6936
rhiles2760,0.9825
Reprobate24,0.9982
EYEofPROVENANCE,0.9998
TeriCBrownUGA,0.9945
BillTufts,0.9994
myknittingwool,0.2107
Hope314342,0.5189
Kirky861,1.0000
VOTINGindepend,0.9470
Pravduh15,0.6202
YossiGestetner,0.9979
ThatVDOVault,0.3983
ana_captures,0.9312
RJ_Phoenix16,0.9997
JamieRJN,0.8215
LeeiaLH,1.0000
RayneNGrace,0.9983
4ReUnitedStates,0.9638
hawkins_carole,0.8053
filipowi,0.9824
moamerasumitro,0.8314
Maggie53211,0.9999
SimonYstwyth,0.9974
MelissaSweetDr,0.7946
FredWilliams77,1.0000
1foreverseeking,1.0000
QuinntisG,0.4346
pmagn,0.6918
JuliaWraith,0.9980
GailCoastie,0.9238
lindaleblanc111,0.9944
ketaminh,0.9071
MongrelGlory,0.9994
Barbarajdurkin,0.9970
puffnblow_at_GP,0.9997
LgSOS,0.9441
galottom,0.9185
Fran_Neena20409,0.6017
drea_ams,0.9923
denver_mccomb,0.8763
JohnSmith872987,0.8751
secretspartacus,0.9862
joannachiu,0.6783
flowermusickids,0.3928
2dedostesta,0.6165
davegreenidge57,0.3058
notgoodinternet,Error
AudioCode3,0.9990
lsorprendido,0.9967
YonSolitary,Error
Si_or_just_Si,1.0000
JaninaSimons,Error
yourspenfully,0.9994
Iwontcalmdown,0.9999
hichachu,0.0175
edeysal,0.9599
Astrologic007,0.9070
LonsdaleKeith,0.9995
les_deplorable,Error
Starbright489,0.7693
Sortex,0.7823
Brandi_Autumn,0.9992
OldSaltCityAce,0.9946
NorthBelle4,0.9966
askeamonn,0.9886
roy_lanek,Error
FenucciMiles,0.9915
OrangeVol1321,0.9050
Mark45dominic,0.7338
AlainPatrickM,0.9112
ArayAromaz,0.1190
PhilGreaves01,0.9813
GilbertAveugle,0.3430
_LoveMTB_,0.9751
tezisold,1.0000
EUnotCoup,0.9776
Quamasparagi,0.9999
2020Smiles,Error
GemTam142,0.9248
peterbrownbarra,0.9908
wdamidoinhere,0.5697
mithisa_motho,0.9936
2021Freedom1776,0.9999
colemarisa49,0.9695
PChaibriant,0.9585
LucMatte9,0.9889
HarrietteSucher,0.8965
orangecone21,0.9974
NickSzabo4,0.9934
g_easton819,1.0000
tadei,0.9853
joannekarma,0.9558
Nenagh9,0.9962
pedsscrub,0.9871
JOHjohJOH12,0.9981
MurielMccormack,0.6521
EmpathSuper,0.9957
verycosmic,0.9941
DavidG02986909,0.9871
OMPMH,0.9876
OceanadeSilva,0.9975
kornegay_danna,0.9983
justin_hart,0.9342
thx22099,0.9943
TurntableKittah,0.9986
BRICbreaker,0.9787
sneakin,0.9923
sms2sms,0.6451
AK4WA,0.9996
MariaMa34519283,0.9979
of_watchdog,0.9990
EmperorBlargus,0.7703
urbanx_f,0.9950
HeartbrokenCan1,0.9967
bansisharma,0.9946
mujerpescado,Error
RosarioP70,0.0389
DIRECTD3MOCRACY,0.9965
Crushian_Reborn,0.9868
JohnMarcmail,1.0000
liarpoliticians,0.9995
Solutionprovida,0.9990
jenrobertson2o2,0.9938
EndTheOligarch,0.9384
Kelli7997Kelli,0.7568
DrKynast,0.4951
IrvingFisher16,0.9740
Politica_Econom,0.5577
BoycottHegemony,0.9655
accident,0.9990
Deeenst,0.9686
nscrowba,0.9996
DemocratsUp,0.9341
MazurekRob,1.0000
alumilynn,0.9879
21WIRE,Error
AlexandraMcG,0.9389
lifebiomedguru,0.9157
U_R_2_Serious,0.9076
TedCornwell,0.9854
ZigmanSara,0.9990
Guardian_Elite,0.9979
shellyrn143,0.9597
Notyour28981739,0.9516
politiwars,0.9987
1andonlyKathy,0.9989
juanjromero,0.9719
rangermonk1,0.9781
ERN_Malleyscrub,0.9626
mgoldfarb999,0.7721
ladyblueye28,0.5167
sussrbr,0.9767
_InThisTogether,0.9727
fern_60,0.9971
DrKassandraPari,0.8960
harrietKay5,0.9861
Gunntwitt,0.0593
MrK00001,0.9999
JJ_Angelus,0.4876
DavidBCollum,0.9438
mcconnell_paul,0.9988
MLAnder87321751,0.2324
PleaseDoTheMath,0.9919
vic_tracy,0.4595
DavidPDuffy25,0.9675
glasgowswestend,0.9964
CaliLiliIndies,0.9263
AtlantoCeltica,0.7806
AlephsMom,0.1061
SpringSteps,0.9988
Ezinger44,0.9923
diamondgirl2018,0.9992
ezduzit63,0.9687
Corneiten,0.9991
jmclennan8,0.9204
critica18495985,0.9401
konigssohne,0.9775
Blaidd_tx,0.9987
ShaytanTruth,0.7678
Sam_the_Tall,Error
yokozino,0.3161
SunshineDaisy07,0.3659
Andyphone,0.8544
LivnUndaATyrant,0.9965
RaulMor67544149,0.8718
Woodyman502,Error
dingologue,0.9834
k_wuttt,0.9986
lovereignssupr1,0.9984
vicksiern,Error
IsabelVillalon1,0.4541
UKActionteam,0.9551
desicool21,Error
tax_free,0.9015
TuJadili,0.7947
losivad,0.7607
perchance99,0.9934
EvieDaisy3,0.7261
LetUsUniteHere,0.0937
jeanetteimpia,0.9972
Lloydhart13,0.9894
marlene676,0.9998
Lonewol66215210,0.4235
tbluvoter,0.1824
An0nAKn0wledge,0.9967
Cruellaisdevine,0.9890
wirt_dan,0.9933
realKunalAShah,0.9679
newrevolution3,0.9999
zawy3,0.8682
kvartovertolv,0.9993
BruceinSeattle,0.9997
famousSheymus,0.9819
jens_140081,0.6715
AaronWorthing,0.9464
Known__Unknowns,0.9980
hmc_mrs,0.9378
soltysik_rob,0.9998
kobayan_dolphin,0.9998
alliemarie777,0.9974
amalfull1000,0.9539
med1cinewoman,0.9997
xenosstinkriti,0.9992
tilly64,0.9631
RF_Jenkins,0.8292
noybsk2017,0.9622
pepesgrandma,0.9982
pastorabharris,0.9999
AllisonPearson,0.8582
HopeBegley,0.9972
R3DF0X0N3,0.9989
misstozak,0.9971
The_Truth_II,0.9993
mamalionpack,0.9824
AnthonyLarme,0.9999
Lady_2Patriot,0.9813
Louise_katz,0.9842
LaLaRueFrench75,0.8474
wealdengirl,0.9984
DarnelSugarfoo,0.9940
LandoFree,0.9985
ForgeRat,0.9877
DWF57,0.9977
sallyeastman1,Error
UxbEconomist07,0.9856
HeleneFernand16,0.9912
L4RRYSC0TT,1.0000
DitullioMary,0.9990
hontounokotoga1,0.4446
FriendsOScience,0.6129
patricksavalle,0.9971
tsetiady,0.0380
KHerriage,0.9990
IslandGirlPRV,0.8974
PlaysTrumpCard,0.9986
TutorCambodia,0.8294
Ltc_Hicks,0.9745
Marlyn99802970,0.9976
jeanefbey2,0.9992
Tumble_W33D,0.9973
Timewalkproject,0.9992
continu_um,0.8915
MyxaZZ,Error
Praecursator007,0.9992
TrumpATeam,0.9986
LGcommaI,0.1693
emp4all,0.5365
birobiorhaueh,0.9338
squawkying,0.9971
NellyTells,0.9972
CapitaLiszt,0.9914
natscloset,0.7133
hairymarx1,0.9924
britektire,Error
RITAYULY,0.9986
coralivesey,0.7800
julieagannon,0.9993
sootytweet,0.9948
AFathyn,0.9768
pamnsc,0.9769
KangarooCaught,0.9716
gummibear737,0.8762
AnimalMemorial,Error
drwaheeduddin,0.9955
DavidARader,0.9996
paulturner2012,0.9999
LevyLoiseau,0.9498
KenMcCarthy,0.9853
NewsAlternative,0.9955
genereaux2019,0.9852
NavroopSingh_,0.9703
Mightymouth5413,0.9749
P_F_Lherisson_,0.9719
InProportion2,Error
Donadeedooda,0.9331
SylvieGelinet,0.9942
nowhere_6869,0.8632
AlejandroSig,0.9565
GreyTonka,0.8348
RZLHongKong,0.7519
Xixonto1,0.7270
RNcat50,0.9991
diversdiscussio,0.9252
PhotoBinh,0.3409
TimoWahler,0.9965
arifjamallodhi,0.4313
RBJRON,0.9899
jpwilloughby,0.9978
jimbearNJ,0.9962
Campbell2976,0.9988
pigreen1,0.9996
CelticNotorious,0.7595
MaryRWilliams4,0.4663
SteveG06322664,0.9891
Summer13518493,0.9999
tesssummers98,0.9821
kwilman,0.9976
EXrayFuSion,0.9348
MarkChangizi,0.9996
drWilda,0.9957
BryanDMcNally,0.9580
AuroriaTwittori,0.9690
santeira,0.2307
TrueTrumper,0.9672
ihatethemedia,0.9996
kokikokiya,0.9109
gnoBREAKTHROUGH,Error
Debbiesplace65,0.9441
SnickOld,Error
wfinalle57,0.9996
w_nicht,0.9557
marvin_hill123,0.9997
Athena1944,0.9968
solarcx69,0.9951
weeki1,0.9168
SusaHatch,0.9993
oohincensed,0.9991
NatureInSpace,0.9996
jjp666,0.7710
normonics,0.0992
rottenbanana101,0.9325
SWSandy_,0.9994
FunVA_OpEd,0.9959
annieone3,0.9956
JodiKoberinski,0.9988
GeraldoRezende3,0.7590
realsb4feelings,Error
RiskyLiberal,Error
DJDeMario1,0.9998
alykhansatchu,0.8606
ecobard,0.9309
waikikigigi,0.9557
RobertPLewis,0.9443
smk_anand,0.5335
MimiTexasAngel,0.9948
nmlinguaphile,0.9818
madamyez,0.4895
LadyPoop2,0.5489
ClimateDepot,0.9545
JohnStauber,0.9950
B_Bolshevik100,0.9217
monacochick,0.9869
chrislibertynow,0.2107
joanneintexas,0.3408
bronwyn1140,0.9987
PhilDurling100,0.9998
JEdward02,0.9876
ChildOfAlba,0.7444
BagalueSunab,0.7630
born_summer62,0.9999
RobinEnochs,0.9954
Natalia01Mateo,Error
William02540246,0.7501
CarrollQuigley1,0.7375
iabfe,0.9987
LordProphet,0.8878
Breakingnieuws1,Error
Paldron,0.7771
Weary_Lurker,0.9970
Katj512,0.1890
_YvonneBurton,0.9990
Marilyn14149592,0.9945
Maryljacb,0.9580
MichaelPghPA,0.9995
BluegrassPundit,0.9663
Dmitri_Gusev,0.9991
Davelai11,0.0173
frisch_fish,0.0685
lalovestrump,0.9972
Ekudram,0.9952
JesseMatchey,0.9941
DIOSTodoLoP,0.8699
teririch,0.9920
susan_d7,0.5373
andresjavierCL,0.9836
Free_Range_Bum,0.9975
EngelGert,0.8932
Roy_Cam,0.9964
Jeannie_Hartley,0.0176
MonicaPerezShow,0.9991
jonrappoport,0.9982
petersthoughts,0.9951
AceHoffman,0.9823
MosesDidItBest,0.2255
HumphreyPT,0.8440
ChrisjamesD,0.2178
lulabelldesigns,0.9998
CaligirlLeftie,0.9997
DimoYagcioglu,0.4884
JimNPeggy,0.9999
InEgoVeritas,0.9995
SundanceConstr1,0.9983
alan_poirier,0.9554
whybanflatearth,0.9904
flowesaunders68,0.9966
SexCounseling,0.9999
uacjess,0.8135
woutgorge,0.9992
CuriousKd2000,0.9961
cryborg,0.9923
mindgomes,0.9476
mnedconnection,0.9976
savndaniel,0.8984
patrice_noonan,0.7254
Unathi_Kwaza,Error
MoistureVapor8r,0.9949
JenTromans,0.0625
Aldamir,0.9873
HelenYates52,0.9999
ussuricat1,0.9961
NickdeCusa,0.9682
YeOldEarthling,0.3618
Vladimirth,0.6681
TsicsafPelosi,1.0000
PFr1end,0.9882
PAULIBABBA,0.9900
RealMadDadMAGA,0.9916
9_BulletPoints,0.6602
TheKanehB,0.9742
OffGuardian0,0.9987
lucabattanta,0.5301
jhinton_,0.9974
ElizbethLManess,0.9828
Simon_A_Wood,0.9941
Pythago38919500,0.9997
MACKabiVIPer42,0.6992
BlueEyedJurist,0.9997
Zigmanfreud,0.6888
CKY30091704,0.8664
DawnRoseTurner,0.9615
aaronwall,0.7953
mcm_ct,0.9918
TheReal32492440,0.9974
ALTAMIRANA2,Error
thereds8,0.9999
mazzenilsson,0.9988
ElangoMohanara1,0.0750
DeborahMahmoud1,0.9986
GaiaGreenRiding,0.9870
loveisbrilliant,1.0000
Bridge2Freedom,0.9820
Pray_4Truth,1.0000
stevush5,0.9731
PLHCrawford,0.9175
SonyaBaker2,0.9955
JimW_in_NM,Error
csibike1,0.9380
ConsciousEvolu1,0.9987
rbclouston,0.0149
DebraMMason1,0.9293
TonyBrunoShow,0.9377
samike88,0.9633
consent_factory,0.9884
syawal,0.8981
Mehitabel1234,0.0704
realmajordan,0.9984
FreeNewYorkNow,0.9579
xformed,0.9995
dkreative1,0.9839
FrexitTV_Twitt,0.9031
JTPauls,0.9401
ukfathers,0.9988
queenmumqueenD,0.9938
Minkar33,0.5891
RWDiogo,0.9999
amikegreen2,0.2809
SammyBytes,0.9969
Oldglorycries,0.9939
Aethonaia,0.9987
BrandonHathaw12,0.9618
Louangie,0.9912
gzibordi,0.3926
forumeditor,0.9985
DwntwnDave,0.9341
MariaSTsehai,0.0204
MaykowskiD,0.9923
Laura78703,0.4930
davidjthunder,Error
BillieO2,0.4625
PennslytckySue,0.9986
juststoplying1,0.9999
ixi0310,0.9998
mightysprite1,0.9940
JohnTitor33621,0.9997
WendyPuerto,1.0000
tsn_says,0.9934
goodbye56789,0.9783
Hannah74E,0.9335
MosbyNicki,0.0157
PJMoore1958,0.9994
jamesmfahy,0.9967
GREENESJ333,0.9946
KaConfessor,0.9987
mojos55,0.9925
Carlos_S01,0.9897
MyRizalPH,0.1498
lindamac12steps,0.9285
kathysmith2k7,0.9993
